,user id,name,registration,edit count,revision id,revision time,goodfaith,damaging
0,4825062,b'Carmh',b'20171119081304',6,103533835,2017-11-19 08:16:15,0.43616945719589606,0.7609573952795715
1,4825063,b'Hector hoyos millan',b'20171119081413',1,103533820,2017-11-19 08:15:32,0.5476122778795104,0.6211507910566071
2,4825065,b'Dayan 36',b'20171119082628',1,103533959,2017-11-19 08:27:41,0.08306108887388886,0.9550751244739627
3,4825067,b'Pelonchi',b'20171119083110',3,103534060,2017-11-19 08:42:18,0.5207235695747782,0.8818926674203355
4,4825067,b'Pelonchi',b'20171119083110',3,103534128,2017-11-19 08:51:28,0.5487892285762558,0.7397260500584268
5,4825067,b'Pelonchi',b'20171119083110',3,103534196,2017-11-19 08:58:01,0.39480327247921393,0.8594930873472652
6,4825072,b'Marianela iturralde76',b'20171119090041',1,103534246,2017-11-19 09:04:39,0.39712221430240396,0.817711492942053
7,4825074,b'Mdfretorico',b'20171119090141',2,103534236,2017-11-19 09:03:12,0.2449685019976355,0.8753368141958494
8,4825074,b'Mdfretorico',b'20171119090141',2,103534244,2017-11-19 09:04:08,0.30714783902996345,0.8443307495085589
9,4825079,b'Jrebollo2017',b'20171119091109',1,103534347,2017-11-19 09:16:18,0.1478027046578853,0.8983374247732473
10,4825083,b'Nur ferrer',b'20171119092552',1,103538963,2017-11-19 15:13:07,0.5794577851675029,0.8198753830363825
11,4825102,b'Luis Ram\xc3\xadrez colmo',b'20171119101028',1,103534926,2017-11-19 10:13:40,0.4251358910015416,0.7628631129523423
12,4825106,b'Fralonsot',b'20171119101958',9,103535052,2017-11-19 10:25:05,0.7330456883863753,0.7201515436978034
13,4825106,b'Fralonsot',b'20171119101958',9,103537976,2017-11-19 14:07:21,0.7190453255024865,0.5969877121617823
14,4825106,b'Fralonsot',b'20171119101958',9,103538126,2017-11-19 14:16:52,0.8386917591618527,0.4195425391063904
15,4825106,b'Fralonsot',b'20171119101958',9,103538147,2017-11-19 14:17:56,na,na
16,4825106,b'Fralonsot',b'20171119101958',9,103623825,2017-11-22 20:31:27,na,na
17,4825106,b'Fralonsot',b'20171119101958',9,104063211,2017-12-11 09:50:12,na,na
18,4825107,b'Hugo huerta lopez',b'20171119102329',3,103535053,2017-11-19 10:25:06,0.4498413063596664,0.7988426028834028
19,4825107,b'Hugo huerta lopez',b'20171119102329',3,103535473,2017-11-19 11:00:07,0.25507700499038416,0.928024251404474
20,4825108,b'Sira Hernandez',b'20171119102445',1,103535103,2017-11-19 10:29:55,0.12727151507712645,0.9226412639722885
21,4825116,b'WenceseldelWatio',b'20171119103807',1,103535214,2017-11-19 10:39:23,0.22383457648535457,0.8472314932677724
22,4825121,b'Correctly 79',b'20171119104512',3,103535950,2017-11-19 11:33:20,0.13957077929409545,0.7728879643076434
23,4825121,b'Correctly 79',b'20171119104512',3,103535996,2017-11-19 11:36:35,0.40849779181915163,0.7921582632679948
24,4825121,b'Correctly 79',b'20171119104512',3,103536012,2017-11-19 11:37:49,0.515420562673825,0.7414809153706924
25,4825126,b'LittleOx',b'20171119104931',45,104630645,2018-01-02 12:28:48,0.9757782554310687,0.04234960515573127
26,4825126,b'LittleOx',b'20171119104931',45,104650838,2018-01-03 10:15:01,0.9757782554310687,0.04234960515573127
27,4825126,b'LittleOx',b'20171119104931',45,104650891,2018-01-03 10:20:22,0.9757782554310687,0.04234960515573127
28,4825126,b'LittleOx',b'20171119104931',45,104650986,2018-01-03 10:30:47,na,na
29,4825126,b'LittleOx',b'20171119104931',45,104657499,2018-01-03 17:54:38,na,na
30,4825126,b'LittleOx',b'20171119104931',45,104657508,2018-01-03 17:55:19,na,na
31,4825126,b'LittleOx',b'20171119104931',45,104657549,2018-01-03 17:57:22,na,na
32,4825126,b'LittleOx',b'20171119104931',45,104670644,2018-01-04 06:01:23,na,na
33,4825126,b'LittleOx',b'20171119104931',45,104670656,2018-01-04 06:02:41,na,na
34,4825126,b'LittleOx',b'20171119104931',45,104670712,2018-01-04 06:10:43,na,na
35,4825126,b'LittleOx',b'20171119104931',45,104670823,2018-01-04 06:22:35,na,na
36,4825126,b'LittleOx',b'20171119104931',45,104722847,2018-01-06 11:23:00,na,na
37,4825126,b'LittleOx',b'20171119104931',45,104722877,2018-01-06 11:26:29,na,na
38,4825126,b'LittleOx',b'20171119104931',45,104722934,2018-01-06 11:31:43,na,na
39,4825126,b'LittleOx',b'20171119104931',45,104722942,2018-01-06 11:32:39,na,na
40,4825126,b'LittleOx',b'20171119104931',45,104722995,2018-01-06 11:36:03,na,na
41,4825126,b'LittleOx',b'20171119104931',45,104723013,2018-01-06 11:36:56,na,na
42,4825126,b'LittleOx',b'20171119104931',45,104723027,2018-01-06 11:38:01,na,na
43,4825126,b'LittleOx',b'20171119104931',45,104723035,2018-01-06 11:38:42,na,na
44,4825126,b'LittleOx',b'20171119104931',45,104723050,2018-01-06 11:40:03,na,na
45,4825126,b'LittleOx',b'20171119104931',45,104723061,2018-01-06 11:40:52,na,na
46,4825126,b'LittleOx',b'20171119104931',45,104723067,2018-01-06 11:41:25,na,na
47,4825126,b'LittleOx',b'20171119104931',45,104723084,2018-01-06 11:42:31,na,na
48,4825126,b'LittleOx',b'20171119104931',45,104723096,2018-01-06 11:43:17,na,na
49,4825126,b'LittleOx',b'20171119104931',45,104723102,2018-01-06 11:43:41,na,na
50,4825126,b'LittleOx',b'20171119104931',45,104723117,2018-01-06 11:44:34,na,na
51,4825126,b'LittleOx',b'20171119104931',45,104723354,2018-01-06 12:01:53,na,na
52,4825126,b'LittleOx',b'20171119104931',45,104723362,2018-01-06 12:02:26,na,na
53,4825126,b'LittleOx',b'20171119104931',45,104723382,2018-01-06 12:03:16,na,na
54,4825126,b'LittleOx',b'20171119104931',45,104723391,2018-01-06 12:04:10,na,na
55,4825126,b'LittleOx',b'20171119104931',45,104723400,2018-01-06 12:04:46,na,na
56,4825126,b'LittleOx',b'20171119104931',45,104723433,2018-01-06 12:07:02,na,na
57,4825126,b'LittleOx',b'20171119104931',45,104723443,2018-01-06 12:07:55,na,na
58,4825126,b'LittleOx',b'20171119104931',45,104723455,2018-01-06 12:09:01,na,na
59,4825126,b'LittleOx',b'20171119104931',45,104723536,2018-01-06 12:15:14,na,na
60,4825126,b'LittleOx',b'20171119104931',45,104723538,2018-01-06 12:15:40,na,na
61,4825126,b'LittleOx',b'20171119104931',45,104723551,2018-01-06 12:16:18,na,na
62,4825126,b'LittleOx',b'20171119104931',45,104725894,2018-01-06 15:31:43,na,na
63,4825126,b'LittleOx',b'20171119104931',45,104725902,2018-01-06 15:32:10,na,na
64,4825126,b'LittleOx',b'20171119104931',45,104725920,2018-01-06 15:32:55,na,na
65,4825126,b'LittleOx',b'20171119104931',45,104725995,2018-01-06 15:35:44,na,na
66,4825129,b'EzeqGzk44',b'20171119105405',6,103535487,2017-11-19 11:01:05,0.29977690136969437,0.8144134337168746
67,4825129,b'EzeqGzk44',b'20171119105405',6,103535529,2017-11-19 11:04:42,0.2368716375585051,0.8592722647126008
68,4825129,b'EzeqGzk44',b'20171119105405',6,103535567,2017-11-19 11:07:17,0.24798510047900002,0.8362896627081973
69,4825129,b'EzeqGzk44',b'20171119105405',6,103535680,2017-11-19 11:14:11,na,na
70,4825129,b'EzeqGzk44',b'20171119105405',6,103535746,2017-11-19 11:17:44,na,na
71,4825129,b'EzeqGzk44',b'20171119105405',6,103535970,2017-11-19 11:34:40,na,na
72,4825134,b'Darivi',b'20171119110149',3,103535508,2017-11-19 11:02:30,0.5801062138506266,0.8094334435895758
73,4825134,b'Darivi',b'20171119110149',3,103536009,2017-11-19 11:37:29,0.4155501583694604,0.7129204124615606
74,4825134,b'Darivi',b'20171119110149',3,104001595,2017-12-08 12:42:57,0.7120242225226256,0.730916298527986
75,4825143,b'Percy el mejor',b'20171119112553',6,103536455,2017-11-19 12:08:23,0.2886052523515397,0.7965612791459843
76,4825143,b'Percy el mejor',b'20171119112553',6,103536632,2017-11-19 12:22:12,0.5115504579678806,0.6872615513070026
77,4825143,b'Percy el mejor',b'20171119112553',6,103536663,2017-11-19 12:24:03,0.7152323375247707,0.7763183221474045
78,4825143,b'Percy el mejor',b'20171119112553',6,103536777,2017-11-19 12:31:41,na,na
79,4825143,b'Percy el mejor',b'20171119112553',6,103536818,2017-11-19 12:34:13,na,na
80,4825143,b'Percy el mejor',b'20171119112553',6,103536959,2017-11-19 12:47:49,na,na
81,4825144,b'PACKY231',b'20171119112713',1,103535919,2017-11-19 11:31:36,0.37689071504773597,0.8091673099005655
82,4825165,b'FABMARTIALIS',b'20171119121048',1,103537061,2017-11-19 12:53:47,0.8018594503320671,0.4840357137970026
83,4825168,b'Torgui',b'20171119121908',1,103536745,2017-11-19 12:29:19,0.5737641864025111,0.7871290677728005
84,4825171,b'Mikel Biolog\xc3\xada',b'20171119122233',2,103536664,2017-11-19 12:24:04,0.11262069059143533,0.9225594645229332
85,4825171,b'Mikel Biolog\xc3\xada',b'20171119122233',2,103536712,2017-11-19 12:26:59,0.1852935085983416,0.8703692919673961
